ITEM_20180327_000042	如果背著這個，對於區分我軍會有幫助。與某些人的誤解不同，這手鐲的模樣與聖者大師沒有任何關係。	이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 몇몇 사람들의 오해와는 달리 이 밴드의 모양새는 사두 마스터와는 아무런 관련이 없습니다.  				
ITEM_20180327_000043	東亞臂環	오리엔트 암밴드				
ITEM_20180327_000044	如果背著這個，對於區分我軍會有幫助。 有一說是王國的海軍力較弱的時代，有名的海賊團使用的裝飾。	이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 왕국의 해군력이 약하던 시절 유명한 해적단이 사용하던 장식이라는 설이 있습니다.				
ITEM_20180327_000045	黃金臂環	골든 암밴드				
ITEM_20180327_000046	這是送給參與季節限定伺服器的玩家，帶有感謝之意的小紀念品臂環。	시즌 한정 서버에 참여하신 분들께 감사한 마음으로 드리는 작은 기념품 암밴드입니다.				
ITEM_20180327_000047	葉紋臂環	잎사귀 무늬 암밴드				
ITEM_20180327_000048	如果背著這個，對於區分我軍會有幫助。 神樹之日後，就算是已經對樹或草厭煩的人們也一定會好好戴著這腕飾。	이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 신수의 날 이후 나무와 풀이라면 지겹다는 사람들도 이 밴드는 곧잘 차고 다닙니다.				
ITEM_20180327_000049	蜻蜓臂環	잠자리 암밴드				
ITEM_20180327_000050	如果背著這個，對於區分我軍會有幫助。 這絕對不是把真的蜻蜓做成標本貼上去的。	이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 절대로 실제 잠자리를 박제하여 붙인 것은 아닙니다. 				
ITEM_20180327_000051	有感臂環	느낌있는 암밴드				
ITEM_20180327_000052	如果背著這個，對於區分我軍會有幫助，因為知道我軍的感覺..	이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 아군 느낌 아니까..				
ITEM_20180327_000053	蝴蝶結臂環	리본 암밴드				
ITEM_20180327_000054	如果背著這個，對於區分我軍會有幫助。戴著才不會自己送給誰當禮物了。	이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 차고 있다고 자신이 누군가에게 선물이 되지는 않습니다.				
ITEM_20180327_000055	按讚腕飾	엄지척 암밴드				
ITEM_20180327_000056	如果背著這個，對於區分我軍會有幫助。 而且會感覺受到很多人的支持。	이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 또한 어쩐지 많은 사람의 지지를 받는 기분이 듭니다. 				
ITEM_20180327_000057	第1名臂環	길드 배틀 1위 암밴드				
ITEM_20180327_000058	送給得到第1名的臂環。	길드 배틀에서 1위를 달성한 길드원에게 주어지는 암밴드입니다.				
ITEM_20180327_000059	第2名臂環	길드 배틀 2위 암밴드				
ITEM_20180327_000060	送給得到第2名的臂環。	길드 배틀에서 2위를 달성한 길드원에게 주어지는 암밴드입니다.				
ITEM_20180327_000061	第3名臂環	길드 배틀 3위 암밴드				
ITEM_20180327_000062	送給得到第3名的臂環。	길드 배틀에서 3위를 달성한 길드원에게 주어지는 암밴드입니다.				
ITEM_20180327_000063	先驅者臂環	선도 암밴드				
ITEM_20180327_000064	先驅者所穿戴的臂環。	선도부가 착용하는 암밴드입니다.				
ITEM_20180327_000065	骷髏臂環	백골 암밴드				
ITEM_20180327_000066	顯示此人為不良階級的臂環。	불량 서클을 표시하는 암밴드입니다.				
ITEM_20180327_000067	巴尼茲臂環	바니즈 암밴드				
ITEM_20180327_000068	上面有可愛兔子裝飾的臂環。	귀여운 토끼가 인상적인 암밴드입니다.				
ITEM_20180327_000069	純白臂環	순백의 암밴드				
ITEM_20180327_000070	上面有白色愛心裝飾的臂環	흰색 하트가 인상적인 암밴드입니다.				
ITEM_20180327_000071	地球的幸福臂環	지구의 행복 암밴드				
ITEM_20180327_000072	祈禱地球幸福的救援者所配戴的臂環。	지구가 행복해지기를 기원하는 구원자가 착용하는 암밴드입니다.				
ITEM_20180327_000073	迪歐尼斯臂環	디오니스 암밴드				
ITEM_20180327_000074	模仿瓦卡麗涅疼愛的迪歐尼斯製成的臂環。	바카리네가 아끼는 디오니스를 모방한 암밴드입니다.				
ITEM_20180327_000075	無_hair	없음_hair				
ITEM_20180327_000076	型男	테리우스				
ITEM_20180327_000077	髮型[男性]	헤어[남성]				
ITEM_20180327_000078	王國的名門繼承者第一次弄了這個髮型後，在上流社會有許多人跟著也弄了這個髮型，但是沒有外貌的襯托很難散發出完美的魅力。	왕국의 유서깊은 가문의 계승자가 처음 이런 머리 모양을 한 후 상류층 사이에서 많은 이들이 이를 따라했습니다. 다만 외모가 받쳐주지 않는다면 완벽한 매력을 발산하기 약간 어렵습니다.				
ITEM_20180327_000079	波浪捲髮	댄디 웨이브컬				
ITEM_20180327_000080	大約是千年祭時復原的髮型，許多人都模仿並流傳下來，但是因為製作和維持都很難，所以主要是貴族在使用。	천년제를 즈음하여 복원된 머리 모양으로 많은 사람들이 흉내를 내려 했으나 만들기도 유지하기도 어렵기 때문에 귀족들이 주로 하였습니다.				
ITEM_20180327_000081	短髮	숏 컷				
ITEM_20180327_000082	短髮俏麗又適合，而剪短頭髮最大的好處就是剪下的頭髮可以變賣。	짧은 머리가 예쁘게 어울립니다. 다만 머리를 짧게 자르는 일에 가장 큰 장점은 잘라낸 머리카락을 팔 수도 있다는 점입니다, 				
ITEM_20180327_000083	不對稱短髮	비대칭 숏 컷				
ITEM_20180327_000084	對方會從你稍被掩蓋的臉上感覺到魅力的。	상대가 당신의 살짝 가린 얼굴에 매력을 느낄 것입니다.				
ITEM_20180327_000085	飛機頭	리젠트				
ITEM_20180327_000086	含著隱隱金光的一束頭髮會讓你的背影發光。	은근한 금빛을 머금은 머릿결이 한 줄기가 당신의 뒷모습을 빛나게 합니다.				
ITEM_20180327_000087	蓬鬆短髮	숏 샤기				
ITEM_20180327_000088	給人明朗輕快的感覺，讓著裝的人看起來更帥氣。	밝고 가벼운 느낌을 주어 착용자를 멋지게 보이도록 합니다.				
ITEM_20180327_000089	西裝油頭	넘긴 머리				
ITEM_20180327_000090	不跟隨流行又不會失去魅力的髮型。	유행을 타지 않으면서도 멋을 잃지 않는 머리 모양입니다.				
ITEM_20180327_000091	嬰兒捲髮	베이비펌				
ITEM_20180327_000092	據說此髮型是80年前多米飛爾國王統治時出現的。當時的貴族為了與得勢的聖職者與魔法師區別所設計，然而此後許多人爭相模仿，漸漸不在是專屬貴族的髮型。	이 머리 모양의 출현 시기는 약 80년전 도미펠 국왕의 통치기로 알려져 있습니다. 당시의 귀족들이 득세한 성직자 및 마법사와 구별하기 위해 고안되었으나 이후 많은 사람이 따라하면서 딱히 귀족의 머리모양만은 아니게 되었습니다.				
ITEM_20180327_000093	丹迪頭	댄디				
ITEM_20180327_000094	聽說設計此髮型的人是勒肯家門先祖中的其中一人。	이 머리모양을 창안한 사람은 르귄 가문의 선조 가운데 한 명이었다고 합니다.				
ITEM_20180327_000095	短馬尾	숏 포니테일				
ITEM_20180327_000096	聽說這是利迪亞夏班短頭髮時期，她的弟子模仿師傅而產生的髮型。 雖然起源是女性，但之後許多男性做了修改，產生了現在的男版髮型。	리디아 샤펜이 머리가 짧았던 시절에 그녀의 제자들이 스승을 따라하면서 생겨난 머리모양이라고 합니다. 기원이 여성이었지만, 이후 많은 남성들의 교정으로 현재의 남성 머리 모양으로도 존재합니다.				
ITEM_20180327_000097	貴族捲髮	노블 웨이브				
ITEM_20180327_000098	明亮的金色頭髮讓你的外貌看起來更高貴。	밝은 금빛의 머리가 당신의 외모를 고귀하게 보이도록 합니다.				
ITEM_20180327_000099	陰影燙髮	쉐도우펌				
ITEM_20180327_000100	這並不是單純技術剪出的髮型，為了維持還套入了隱藏魔法，可說是日常生活中的魔法。	단순한 기술로 만들어진 머리 모양이 아닙니다. 이 형태를 유지하기 위해 숨은 마법이 작용하고 있습니다. 그야말로 일상속의 마법이라 할 수 있습니다. 				
ITEM_20180327_000101	後梳短捲髮	올림 웨이브				
ITEM_20180327_000102	也有人這樣說髮型這種東西不會是展現女神相關攻擊的起點，可是女神也有她的愛好。	머리 모양 따위가 여신에 대한 공경을 보여줄 수 있는 시작점일 리가 없다고 말하는 사람도 있습니다. 그러나 여신께서도 취향을 지니고 계십니다. 				
ITEM_20180327_000103	貴族馬尾辮	노블 포니테일				
ITEM_20180327_000104	這是王國和平時期時都會流行的髮型，雖然是神樹之日以後的時間，但是包含著再次祈願那個時代的心情在裡面。	왕국이 평화로운 시기마다 유행한 머리 모양입니다. 비록 신수의 날 이후의 시기이지만 그 시절을 다시 기원하는 마음이 담겨있습니다.				
ITEM_20180327_000105	雞冠頭飾(男)	코카트리스 헤드(남)				
ITEM_20180327_000106	頭套[男]	헬멧[남성]				
ITEM_20180327_000107	裝備時外型會改變，不會套用染色藥的顏色。	착용 시 외형이 변경됩니다. 염색약의 색상이 적용되지 않습니다.				
ITEM_20180327_000108	飛機頭	퀴프 컷				
ITEM_20180327_000109	這個髮型在伊凱梅爾國王時代還傳到了王國外的部族社會。	이 머리 모양은 이케멜 국왕 시대에 왕국 밖의 부족사회에 전파되기도 했습니다.				
ITEM_20180327_000110	貴族丹迪頭	노블 댄디 컷				
ITEM_20180327_000111	活動中也想維持紳士品格的強烈男性們偏好的髮型。	활동적인 신사와 기품을 유지하려는 강한 남성들이 선호하는 머리 모양입니다.				
ITEM_20180327_000112	後捲燙髮	컬링 백 펌				
ITEM_20180327_000113	一開始原本是與異性定下誓約，為表示遵守約定的意志而產生的髮型。到現在宣誓的意義已不存在。	처음에는 이성과 강한 서약을 맺고 그것을 지키겠다는 의지를 나타내기 위한 머리 모양이었습니다. 지금에 이르러서는 그런 맹세의 의미는 남아있지 않습니다. 				
ITEM_20180327_000114	髮髻潮男頭	어퍼바인드 투블럭				
ITEM_20180327_000115	一開始是發誓要報仇的劍士們用髮型來祈禱。到現代已經不帶有誓約，裝飾的意味更強。	처음에는 복수를 맹세한 전사들의 머리 모양에서 기원했다고 합니다. 현대에 이르러서는 서약을 기려 맺는 일은 없고, 장식의 의미가 더 강합니다.				
ITEM_20180327_000116	潮男頭	투블럭				
ITEM_20180327_000117	髮髻潮男頭中的宣誓意味消失後，自然演變成的髮型。	어퍼바인드 투 블럭에서 맹세의 의미가 사라지면서 자연스럽게 발생한 변형된 머리 모양입니다.				
ITEM_20180327_000118	小王子捲髮	프린스 웨이브				
ITEM_20180327_000119	以前王家子弟留的髮型，他們為自然流露的優雅與光澤秀髮自豪。	예전 왕가의 자제들이 주로 하던 머리로, 자연스러운 우아함과 찰랑이는 머릿결을 자랑합니다.				
ITEM_20180327_000120	中等短髮	미디엄 커트				
ITEM_20180327_000121	過去上流社會流行過的髮型，記錄上說要維持此髮型需要使用特殊顏料液體來固定。	과거 상류층들이 주로 하고 다녔던 머리모양으로, 유지하기 위해서는 여러가지 안료를 혼합한 특수한 액체로 고정하였다는 기록도 있을 정도입니다.				
ITEM_20180327_000122	不對稱長髮	비대칭 롱 컷				
ITEM_20180327_000123	配戴時，髮型會變更。	착용 시 헤어가 변경됩니다.				
ITEM_20180327_000124	奇金捲毛狗頭套(男)	치킨 푸들 헤드(남)				
ITEM_20180327_000125	燕尾服貓咪頭套(男)	턱시도 냥이 헤드(남)				
ITEM_20180327_000126	波波小獅王頭套(男)	포포리온 헤드(남)				
ITEM_20180327_000127	企鵝頭套(男)	펭귄 헤드(남)				
ITEM_20180327_000128	粉紅小花怪頭套(男)	하나밍 헤드(남)				
ITEM_20180327_000129	凱帕頭套(男)	케파 헤드(남)				
ITEM_20180327_000130	雙馬尾	볼륨웨이브 트윈테일				
ITEM_20180327_000131	髮型[女性]	헤어[여성]				
ITEM_20180327_000132	根據傳聞拉明將軍在廢都時多虧了這個髮型而認出公主，才可以救出被埋了一半的公主。	소문에 의하면, 라민 장군이 폐도에서 이 머리 모양 덕분에 공주를 알아보고 절반쯤 파묻힌 공주를 구할 수 있었다고 합니다.				
ITEM_20180327_000133	螺旋捲髮	볼륨웨이브				
ITEM_20180327_000134	不用特別裝扮很自然又顯露帥性的髮型，可以說就如同女神的權能般的。	꾸미지 않은 자연스러움이 멋지게 드러나는 머리 모양입니다. 마치 여신의 권능같다고나 할까요.				
ITEM_20180327_000135	蓬鬆長髮	롱 샤기				
ITEM_20180327_000136	濃密捲俏	볼륨 컬				
ITEM_20180327_000137	長馬尾辮子	롱 포니테일				
ITEM_20180327_000138	雙馬尾	트윈테일				
ITEM_20180327_000139	雷鬼辮子頭	레게포니테일				
ITEM_20180327_000140	雙包頭	더블 번				
ITEM_20180327_000141	層次長髮	롱 레이어드				
ITEM_20180327_000142	短雙馬尾	숏 트윈테일				
ITEM_20180327_000143	綁起來的長捲髮	묶은 롱 웨이브				
ITEM_20180327_000144	波浪型雙辮子	롱 웨이브 트윈테일				
ITEM_20180327_000145	貴族長髮	노블 롱				
ITEM_20180327_000146	在為了曾在廢都的皇室女孩們而創建的女校開始流行的髮型，之後女性們也跟著仿效。	폐도에 있던 왕가의 영애들을 위한 여학교에서 시작된 머리 모양으로 이후 많은 여성들이 이를 따랐습니다.				
ITEM_20180327_000147	短捲髮	숏 컷 펌				
ITEM_20180327_000148	如女神像般的神聖感降臨似的髮絲，很適合這種表達的髮型，當然不是指木頭雕像。	여신상의 성스러움이 내려 앉은 듯한 머릿결이라는 표현이 걸맞은 머리 모양입니다. 물론 나무조각상을 의미하진 않습니다.				
ITEM_20180327_000149	雞冠頭飾(女)	코카트리스 헤드(여)				
ITEM_20180327_000150	長捲髮	롱 웨이브 펌				
ITEM_20180327_000151	編辮馬尾	브레이드 포니테일				
ITEM_20180327_000152	自然捲髮	내추럴 웨이브				
ITEM_20180327_000153	貴族捲燙髮	노블 웨이브 펌				
ITEM_20180327_000154	緞帶雙包頭	리본장식 더블 번				
ITEM_20180327_000155	不對稱俐落短髮	비대칭 블렌드컷				
ITEM_20180327_000156	盤髮	업스타일 헤어				
ITEM_20180327_000157	使用樸素的繩子將頭髮頭往上綁的髮型，聽說是綁法是從女神那裡流傳下來的。	간단한 끈 등으로 묶어 올린 머리모양으로, 여신의 머리모양으로부터 유래하였다는 설이 있습니다.				
ITEM_20180327_000158	蓬鬆馬尾	내추럴 포니테일				
ITEM_20180327_000159	奇金捲毛狗頭套(女)	치킨 푸들 헤드(여)				
ITEM_20180327_000160	燕尾服貓咪頭套(女)	턱시도 냥이 헤드(여)				
ITEM_20180327_000161	波波小獅王頭套(女)	포포리온 헤드(여)				
ITEM_20180327_000162	企鵝頭套(女)	펭귄 헤드(여)				
ITEM_20180327_000163	粉紅小花怪頭套(女)	하나밍 헤드(여)				
ITEM_20180327_000164	凱帕頭套(女)	케파 헤드(여)				
ITEM_20180327_000165	黃色隱形眼鏡	노란색 렌즈				
ITEM_20180327_000166	隱形眼鏡	렌즈				
ITEM_20180327_000167	可以變更眼睛顏色的有色隱形眼鏡，點擊右鍵配戴，眼睛顏色就會改變。	눈의 색상을 변경할 수 있는 컬러 콘텍트 렌즈입니다. 우클릭으로 착용하면 색상이 변경됩니다.				
ITEM_20180327_000168	紫羅蘭隱形眼鏡	바이올렛 렌즈				
ITEM_20180327_000169	緋紅隱形眼鏡	크림슨 렌즈				
ITEM_20180327_000170	黑色隱形眼鏡	블랙 렌즈				
ITEM_20180327_000171	粉紅愛心隱形眼鏡	핑크 하트 렌즈				
ITEM_20180327_000172	可以變更眼睛顏色和圖案的有色隱形眼鏡，點擊右鍵配戴，眼睛顏色就會改變。	눈의 색상과 모양을 변경할 수 있는 컬러 콘텍트 렌즈입니다. 우클릭으로 착용하면 색상이 변경됩니다.				
ITEM_20180327_000173	閃亮隱形眼鏡	반짝이 렌즈				
ITEM_20180327_000174	灰色隱形眼鏡	그레이 렌즈				
ITEM_20180327_000175	橘色隱形眼鏡	오렌지색 렌즈				
ITEM_20180327_000176	褐色隱形眼鏡	브라운 렌즈				
ITEM_20180327_000177	松糕頭盔套裝	송편 헬멧 코스튬				
ITEM_20180327_000178	豐饒的中秋節松糕。	풍성한 한가위의 송편 입니다.				
ITEM_20180327_000179	黃金財犬玩偶頭套	복실복실 황금개 헬멧 코스튬				
ITEM_20180327_000180	黃金財犬玩偶頭套，點擊右鍵使用即可改變外觀，不能使用染色藥。	복실복실 황금개 헬멧 코스튬입니다. 우클릭으로 착용하면 외형이 변경됩니다. 염색약의 색상이 적용되지 않습니다.				
ITEM_20180327_000181	24K金財犬玩偶頭套	24K 금괴 멍멍 헬멧 코스튬				
ITEM_20180327_000182	24K金財犬玩偶頭套，點擊右鍵使用即可改變外觀，不能使用染色藥。	24K 금괴 멍멍 헬멧 코스튬입니다. 우클릭으로 착용하면 외형이 변경됩니다. 염색약의 색상이 적용되지 않습니다.				
ITEM_20180327_000183	金剛天狗武士頭盔	금강불개 무사 헬멧 코스튬				
ITEM_20180327_000184	金剛天狗頭盔，點擊右鍵使用即可改變外觀，不能使用染色藥。	금강불개 무사 헬멧 코스튬 입니다. 우클릭으로 착용하면 외형이 변경됩니다. 염색약의 색상이 적용되지 않습니다.				
ITEM_20180327_000185	無_weapon	없음_weapon				
ITEM_20180327_000186	老舊短劍	오래된 글라디우스				
ITEM_20180327_000187	單手劍[斬擊]	한손검[베기]				
ITEM_20180327_000188	短劍是王國士兵的基本武器之一，在民間也被廣泛使用。	글라디우스는 왕국 병사의 기본 무장 중 하나로 민간에서도 널리 사용됩니다.				
ITEM_20180327_000189	短劍	글라디우스				
ITEM_20180327_000190	性能比軍用劍還要好。	군용에 비해 성능 향상의 여지를 두고 제조됩니다.				
ITEM_20180327_000191	簡陋偃月刀	크루드 폴쳔				
ITEM_20180327_000192	斬擊性能優越的劍。	베기 성능이 우수한 검입니다. 				
ITEM_20180327_000193	簡陋卡斯卡拉劍	크루드 카스카라				
ITEM_20180327_000194	製造容易，冒險家們初次換劍時會經常選擇。	제조가 쉬워서 모험가들이 처음 검을 바꿀 때 많이 선택합니다.				
ITEM_20180327_000195	五指劍	친퀘데아				
ITEM_20180327_000196	如果想要更重、更強的劍，建議就是這一把。	더 무겁고 더 강한 검을 원한다면 권장합니다.				
ITEM_20180327_000197	軍刀	사브르				
ITEM_20180327_000198	騎兵們的基本武裝，擁有適合斬擊的構造。有劍柄，也有保護手的效果。	기병들의 기본 무장이며, 베기에 적합한 구조를 지녔습니다. 검병이 있어 손을 보호하는 효과도 있습니다.				
ITEM_20180327_000199	彎刀	샴시르				
ITEM_20180327_000200	很彎曲像新月的劍刃，在斬擊上很有威力。	크게 구부러진 초승달 검날이 베기에 위력적입니다.				
ITEM_20180327_000201	單刃刀	시미터				
ITEM_20180327_000202	重量有一點重，但是在斬擊上具有相對的威力。	무게는 약간 부담스럽지만, 베기에는 그만큼 위력적입니다.				
ITEM_20180327_000203	波形刀	크리스				
ITEM_20180327_000204	彎彎曲曲的劍刃可造成嚴重的傷害。是一把同時追求裝飾和實用性的劍。	구불구불한 날이 피해를 크게 입힙니다. 장식과 실용성을 동시에 추구하는 검입니다.				
ITEM_20180327_000205	刺刀	스니커스니				
ITEM_20180327_000206	切割力非常優秀，經驗豐富的劍客們都喜歡使用。	절단력이 무척 우수하여 경험많은 검사들도 애용합니다.				
ITEM_20180327_000207	老舊彎刀	오래된 샴시르				
ITEM_20180327_000208	老舊單刃刀	오래된 시미터				
ITEM_20180327_000209	士兵的短劍	병사의 글라디우스				
ITEM_20180327_000210	提供給正規兵的短劍。和民間製作短劍相比，性能更好。	정규병에게 지급됩니다. 민간제조 글라디우스에 비해 대체로 성능이 좋습니다. 				
ITEM_20180327_000211	村長的偃月刀	촌장의 폴쳔				
ITEM_20180327_000212	讓人懷疑前主人的過去的物品。	이전 주인의 과거가 의심스러워지는 물건입니다.				
ITEM_20180327_000213	老舊卡斯卡拉劍	오래된 카스카라				
ITEM_20180327_000214	摩普拉長劍	모플라				
ITEM_20180327_000215	同時具備實用性和美感的劍。	실용성과 미적 감각을 모두 갖춘 검입니다.				
ITEM_20180327_000216	上級短劍	슈페리어 글라디우스				
ITEM_20180327_000217	偃月刀	폴쳔				
ITEM_20180327_000218	上級偃月刀	슈페리어 폴쳔				
ITEM_20180327_000219	卡斯卡拉劍	카스카라				
ITEM_20180327_000220	上級五指劍	슈페리어 친퀘데아				
ITEM_20180327_000221	上級軍刀	슈페리어 사브르				
ITEM_20180327_000222	上級彎刀	슈페리어 샴시르				
ITEM_20180327_000223	鄧凱爾軍刀	던켈 사브르				
ITEM_20180327_000224	鄧凱爾刺刀	던켈 스니커스니				
ITEM_20180327_000225	鄧凱爾偃月刀	던켈 폴쳔				
ITEM_20180327_000226	鄧凱爾卡斯卡拉劍	던켈 카스카라				
ITEM_20180327_000227	鄧凱爾五指劍	던켈 친퀘데아				
ITEM_20180327_000228	鄧凱爾彎刀	던켈 샴시르				
ITEM_20180327_000229	小柄	코주카				
ITEM_20180327_000230	堅硬的刀刃給使用者展現了劍之路。	굳건한 날이 사용자에게 검의 길을 보여주는 듯합니다. 				
ITEM_20180327_000231	闊刃彎刀	바들레르				
ITEM_20180327_000232	隔開你和敵人是這把劍真正的效用。	당신과 적 사이를 갈라놓는 것이 이 검의 진정한 효용입니다. 				
ITEM_20180327_000233	賽伊夫劍	사이프				
ITEM_20180327_000234	從袋子可以感受到熟悉的粗糙感，從劍刃可以感受到殘酷無情，優秀的使用者一般只會體會到前者。	자루에서 익숙한 거칠음을, 날에서 차가운 잔인함을 느낄 수 있습니다. 훌륭한 사용자는 보통 전자만을 체험합니다.				
ITEM_20180327_000235	克里希馬德禮劍	콜리슈마르드				
ITEM_20180327_000236	這把劍反應那些就算死亡也不會把劍放開的劍士們之鬥魂。	죽어서도 검을 떨구지 않고자 하는 검사들의 투혼이 반영된 검입니다.				
ITEM_20180327_000237	菲蘭奇劍	피란기				
ITEM_20180327_000238	劍頭也可以刺，但是不需要特意去嘗試。	폼멜로도 찌를 수 있지만, 일부러 시도할 필요는 없습니다. 				
ITEM_20180327_000239	射擊卡特短劍	쏜 커터				
ITEM_20180327_000240	就算起源是在騎乘型戰鬥，但是受到環境的影響比想像中的還要少。	설령 기원이 탑승형 전투에 있어도 생각보다는 환경에 영향을 덜 받습니다. 				
ITEM_20180327_000241	黛米溫劍	데미온소드				
ITEM_20180327_000242	和其具有的威力無關，當不依靠魔力就是一把平凡之劍，當然若是有人小看這把平凡之劍所擁有的威力，受到此劍威脅的可能性很大。	지닌 바 위력에 상관없이 마력에 의지하지 않는 것은 평범한 검입니다. 물론 평범한 검이 지닌 위력을 무시하는 사람은 이 검에 변을 당할 가능성이 높습니다.				
ITEM_20180327_000243	約魯基斯闊刃彎刀	요르기스 바들레르				
ITEM_20180327_000244	祈求這把劍常在你和敵人之間。	적과 당신 사이에 이 검이 항상 있기를 기원합니다.				
ITEM_20180327_000245	柯培倫之劍	코페론 소드				
ITEM_20180327_000246	上級柯培倫之劍	슈페리어 코페론 소드				
ITEM_20180327_000247	沙耶	사야				
